,Vehicle ID,Fuel ID,Fuel Configuration ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Transmission Type,Engine Type,Engine Size,Engine Cylinder Count,Engine Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Fuel Configuration Name
0,13044,45.0,9.0,365.0,27.0,NSX,2022.0,128.66666666666666,21.0,22.0,Auto,SI,3.5L,6.0,3.5L V6,Acura,http://www.acura.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
1,12854,45.0,9.0,377.0,27.0,A3 ,2022.0,77.0,29.0,38.0,Auto,SI,2.0L,4.0,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
2,12842,45.0,9.0,377.0,27.0,A3 quattro,2022.0,77.0,28.0,36.0,Auto,SI,2.0L,4.0,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
3,12783,45.0,9.0,377.0,27.0,A4 allroad quattro,2022.0,77.0,24.0,30.0,Auto,SI,2.0L,4.0,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
4,12782,45.0,9.0,377.0,27.0,A4 quattro,2022.0,77.0,26.0,34.0,Auto,SI,2.0L,4.0,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
5,12784,45.0,9.0,377.0,27.0,A4 S line quattro,2022.0,77.0,24.0,31.0,Auto,SI,2.0L,4.0,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
6,12786,45.0,9.0,377.0,27.0,A5 Cabriolet quattro,2022.0,77.0,23.0,31.0,Auto,SI,2.0L,4.0,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
7,12785,45.0,9.0,377.0,27.0,A5 Coupe quattro,2022.0,77.0,24.0,31.0,Auto,SI,2.0L,4.0,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
8,12787,45.0,9.0,377.0,27.0,A5 Sportback quattro,2022.0,77.0,26.0,34.0,Auto,SI,2.0L,4.0,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
9,12788,45.0,9.0,377.0,27.0,A5 Sportback S line quattro,2022.0,77.0,24.0,31.0,Auto,SI,2.0L,4.0,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
10,12791,45.0,9.0,377.0,27.0,A6 Allroad quattro,2022.0,77.0,21.0,28.0,Auto,SI,3.0L,6.0,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
11,12790,45.0,9.0,377.0,27.0,A6 quattro,2022.0,77.0,21.0,30.0,Auto,SI,3.0L,6.0,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
12,12789,45.0,9.0,377.0,27.0,A6 quattro,2022.0,77.0,23.0,33.0,Auto,SI,2.0L,4.0,2.0L I4,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
13,12794,45.0,9.0,377.0,27.0,A7 quattro,2022.0,77.0,21.0,30.0,Auto,SI,3.0L,6.0,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
14,12831,57.0,4.333333333333333,377.0,27.0,A7 TFSI e quattro,2022.0,72.33333333333333,25.0,31.0,Auto,SI,2.0L,4.0,"2.0L I4;
105 kW electric motor",Audi,http://progress.audiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,unkown
15,12928,45.0,9.0,377.0,27.0,A8L quattro,2022.0,77.0,19.0,28.0,Auto,SI,3.0L,6.0,3.0L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
16,12949,41.0,9.0,377.0,27.0,e-tron GT,2022.0,81.0,27.0,34.666666666666664,Auto,e-motor,175 kW electric motor,6.0,"175 kW electric motor;
129 Ah battery",Audi,http://progress.audiusa.com/,Sedan/Wagon,ELEC,Electric,unkown
17,13002,41.0,9.0,377.0,29.0,e-tron quattro,2022.0,78.0,23.0,28.0,Auto,e-motor,141 kW and 172 kW electric motor,6.0,"141 kW and 172 kW electric motors;
240 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,unkown
18,12950,41.0,9.0,377.0,29.0,"e-tron S (20"" wheels)",2022.0,72.0,23.0,28.0,Auto,e-motor,138kW electric motor,6.0,"138kW electric motor;
240 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,unkown
19,12951,41.0,9.0,377.0,29.0,"e-tron S (21"" or 22"" wheels)",2022.0,62.0,23.0,28.0,Auto,e-motor,138kW electric motor,6.0,"138kW electric motor;
240 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,unkown
20,13001,41.0,9.0,377.0,29.0,e-tron Sportback quattro,2022.0,76.0,23.0,28.0,Auto,e-motor,141 kW and 172 kW electric motor,6.0,"141 kW and 172 kW electric motors;
240 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,unkown
21,12952,41.0,9.0,377.0,29.0,"e-tron S Sportback (20"" wheels)",2022.0,73.0,23.0,28.0,Auto,e-motor,138kW electric motor,6.0,"138kW electric motor;
240 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,unkown
22,12953,41.0,9.0,377.0,29.0,"e-tron S Sportback (21"" or 22"" wheels)",2022.0,64.0,23.0,28.0,Auto,e-motor,157kW electric motor,6.0,"157kW electric motor;
240 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,unkown
23,12954,41.0,9.0,377.0,29.0,Q4 e-tron quattro,2022.0,100.0,23.0,28.0,Auto,e-motor,80 kW and 150 kW electric motor,6.0,"80 kW and 150 kW electric motors;
234 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,unkown
24,12955,41.0,9.0,377.0,29.0,Q4 e-tron Sportback quattro,2022.0,100.0,23.0,28.0,Auto,e-motor,80 kW and 150 kW electric motor,6.0,"80 kW and 150 kW electric motors;
234 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,unkown
25,13023,45.0,9.0,377.0,29.0,Q5 quattro,2022.0,70.66666666666667,23.0,28.0,Auto,SI,2.0L,4.0,2.0L I4,Audi,http://progress.audiusa.com/,SUV,HYBR,Hybrid Electric,Hybrid Electric
26,12795,45.0,9.0,377.0,29.0,Q5 S line quattro,2022.0,70.66666666666667,23.0,28.0,Auto,SI,2.0L,4.0,2.0L I4,Audi,http://progress.audiusa.com/,SUV,HYBR,Hybrid Electric,Hybrid Electric
27,12796,45.0,9.0,377.0,29.0,Q5 Sportback S line quattro,2022.0,70.66666666666667,23.0,28.0,Auto,SI,2.0L,4.0,2.0L I4,Audi,http://progress.audiusa.com/,SUV,HYBR,Hybrid Electric,Hybrid Electric
28,12832,57.0,4.333333333333333,377.0,27.0,Q5 TFSI e quattro,2022.0,72.33333333333333,25.0,27.0,Auto,SI,2.0L,4.0,"2.0L I4;
105 kW electric motor",Audi,http://progress.audiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,unkown
29,12797,45.0,9.0,377.0,29.0,Q7 quattro,2022.0,70.66666666666667,18.0,23.0,Auto,SI,3.0L,6.0,3.0L V6,Audi,http://progress.audiusa.com/,SUV,HYBR,Hybrid Electric,Hybrid Electric
30,12798,45.0,9.0,377.0,29.0,Q8 quattro,2022.0,70.66666666666667,18.0,23.0,Auto,SI,3.0L,6.0,3.0L V6,Audi,http://progress.audiusa.com/,SUV,HYBR,Hybrid Electric,Hybrid Electric
31,12799,45.0,9.0,377.0,27.0,RS 6 Avant,2022.0,77.0,15.0,22.0,Auto,SI,4.0L,8.0,4.0L V8,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
32,12800,45.0,9.0,377.0,27.0,RS7,2022.0,77.0,15.0,22.0,Auto,SI,4.0L,8.0,4.0L V8,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
33,12956,41.0,9.0,377.0,29.0,RS e-tron GT,2022.0,100.0,23.0,28.0,Auto,e-motor,335 kW electric motor,6.0,"335 kW electric motor;
723 Ah battery",Audi,http://progress.audiusa.com/,SUV,ELEC,Electric,unkown
34,12801,45.0,9.0,377.0,27.0,RS Q8,2022.0,77.0,13.0,19.0,Auto,SI,4.0L,8.0,4.0L V8,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
35,12792,45.0,9.0,377.0,27.0,S6,2022.0,77.0,18.0,28.0,Auto,SI,2.9L,6.0,2.9L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
36,12793,45.0,9.0,377.0,27.0,S7,2022.0,77.0,18.0,28.0,Auto,SI,2.9L,6.0,2.9L V6,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
37,12977,45.0,9.0,377.0,27.0,S8,2022.0,77.0,14.0,23.0,Auto,SI,4.0L,8.0,4.0L V8,Audi,http://progress.audiusa.com/,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
38,13090,57.0,9.0,355.0,27.0,Flying Spur Hybrid,2022.0,66.66666666666667,17.0,22.0,Auto,SI,2.9L,6.0,"2.9L V6;
103 kW electric motor",Bentley Motors,http://www.bentleymotors.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
39,13067,57.0,9.0,211.0,27.0,330e Sedan,2022.0,70.0,25.0,33.0,Auto,SI,2.0L,4.0,"2.0L I4;
80 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
40,13068,57.0,9.0,211.0,27.0,330e xDrive,2022.0,62.333333333333336,22.0,30.0,Auto,SI,2.0L,4.0,"2.0L I4;
80 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
41,13069,57.0,9.0,211.0,27.0,530e Sedan,2022.0,62.333333333333336,24.0,29.0,Auto,SI,2.0L,4.0,"2.0L I4;
80 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
42,13070,57.0,9.0,211.0,27.0,530e xDrive Sedan,2022.0,62.333333333333336,22.0,28.0,Auto,SI,2.0L,4.0,"2.0L I4;
80 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
43,12859,45.0,9.0,211.0,27.0,540i Sedan,2022.0,123.0,25.0,32.0,Auto,SI,3.0L,6.0,3.0L V6,BMW,www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
44,12805,45.0,9.0,211.0,27.0,540i xDrive Sedan,2022.0,123.0,22.0,29.0,Auto,SI,3.0L,6.0,3.0L V6,BMW,www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
45,13071,57.0,9.0,211.0,27.0,745e xDrive,2022.0,58.666666666666664,19.0,26.0,Auto,SI,3.0L,6.0,"3.0L V6;
83 kW electric motor",BMW,www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
46,13047,41.0,1.0,211.0,27.0,"i4 eDrive40 Gran Coupe (18"" Wheels) ",2022.0,109.0,20.666666666666668,29.333333333333332,Auto,e-motor,250 kW electric motor,6.0,"250 kW electric motor;
211 Ah battery",BMW,www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated
47,13046,41.0,1.0,211.0,27.0,"i4 eDrive40 Gran Coupe (19"" Wheels) ",2022.0,100.0,20.666666666666668,29.333333333333332,Auto,e-motor,250 kW electric motor,6.0,"250 kW electric motor;
211 Ah battery",BMW,www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated
48,13048,41.0,1.0,211.0,27.0,"i4 M50 Gran Coupe (19"" Wheels) ",2022.0,94.0,20.666666666666668,29.333333333333332,Auto,e-motor,190 and 230 kW electric motors,6.0,"190 and 230 kW electric motors;
211 Ah battery",BMW,www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated
49,13049,41.0,1.0,211.0,27.0,"i4 M50 Gran Coupe (20"" Wheels) ",2022.0,79.0,20.666666666666668,29.333333333333332,Auto,e-motor,190 and 230 kW electric motors,6.0,"190 and 230 kW electric motors;
211 Ah battery",BMW,www.bmwusa.com,Sedan/Wagon,ELEC,Electric,Dedicated
50,13050,41.0,1.0,211.0,29.0,"iX xDrive50 (20"" Wheels) ",2022.0,86.0,20.666666666666668,26.666666666666668,Auto,e-motor,190 and 230 kW electric motors,6.0,"190 and 230 kW electric motors;
303 Ah battery",BMW,www.bmwusa.com,SUV,ELEC,Electric,Dedicated
51,13051,41.0,1.0,211.0,29.0,"iX xDrive50 (21"" Wheels) ",2022.0,82.0,20.666666666666668,26.666666666666668,Auto,e-motor,190 and 230 kW electric motors,6.0,"190 and 230 kW electric motors;
303 Ah battery",BMW,www.bmwusa.com,SUV,ELEC,Electric,Dedicated
52,13052,41.0,1.0,211.0,29.0,"iX xDrive50 (22"" Wheels) ",2022.0,86.0,20.666666666666668,26.666666666666668,Auto,e-motor,190 and 230 kW electric motors,6.0,"190 and 230 kW electric motors;
303 Ah battery",BMW,www.bmwusa.com,SUV,ELEC,Electric,Dedicated
53,12855,45.0,9.0,211.0,27.0,M340i Sedan,2022.0,123.0,23.0,32.0,Auto,SI,3.0L,6.0,3.0L V6,BMW,www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
54,12856,45.0,9.0,211.0,27.0,M340i xDrive Sedan,2022.0,123.0,23.0,32.0,Auto,SI,3.0L,6.0,3.0L V6,BMW,www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
55,12804,45.0,9.0,211.0,27.0,M440i Convertible,2022.0,123.0,23.0,31.0,Auto,SI,3.0L,6.0,3.0L V6,BMW,www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
56,12802,45.0,9.0,211.0,27.0,M440i Coupe,2022.0,123.0,25.0,34.0,Auto,SI,3.0L,6.0,3.0L V6,BMW,www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
57,12857,45.0,9.0,211.0,27.0,M440i xDrive Convertible,2022.0,123.0,23.0,31.0,Auto,SI,3.0L,6.0,3.0L V6,BMW,www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
58,12858,45.0,9.0,211.0,27.0,M440i xDrive Coupe,2022.0,123.0,23.0,32.0,Auto,SI,3.0L,6.0,3.0L V6,BMW,www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
59,12803,45.0,9.0,211.0,27.0,M440i xDrive Gran Coupe,2022.0,123.0,22.0,29.0,Auto,SI,3.0L,6.0,3.0L V6,BMW,www.bmwusa.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
60,12860,45.0,9.0,211.0,29.0,X3 M40i,2022.0,123.0,21.0,26.0,Auto,SI,3.0L,6.0,3.0L V6,BMW,www.bmwusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
61,12861,45.0,9.0,211.0,29.0,X4 M40i,2022.0,123.0,21.0,26.0,Auto,SI,3.0L,6.0,3.0L V6,BMW,www.bmwusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
62,12862,45.0,9.0,211.0,29.0,X5 sDrive40i,2022.0,123.0,21.0,26.0,Auto,SI,3.0L,6.0,3.0L V6,BMW,www.bmwusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
63,12863,45.0,9.0,211.0,29.0,X5 xDrive40i,2022.0,123.0,21.0,25.0,Auto,SI,3.0L,6.0,3.0L V6,BMW,www.bmwusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
64,13072,57.0,9.0,211.0,29.0,X5 xDrive45e,2022.0,76.33333333333333,19.0,22.0,Auto,SI,3.0L,6.0,"3.0L I6;
83 kW electric motor",BMW,www.bmwusa.com,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric
65,12864,45.0,9.0,211.0,29.0,X6 xDrive40i,2022.0,123.0,21.0,25.0,Auto,SI,3.0L,6.0,3.0L V6,BMW,www.bmwusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
66,12865,45.0,9.0,211.0,29.0,X7 xDrive40i,2022.0,123.0,19.0,24.0,Auto,SI,3.0L,6.0,3.0L V6,BMW,www.bmwusa.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
67,12907,35.0,1.0,231.0,29.0,Escalade 2WD,2022.0,102.66666666666667,21.0,27.0,Auto,CI,3.0L,6.0,3.0L V6,Cadillac,http://www.cadillac.com,SUV,BD,Biodiesel (B20),Dedicated
68,12908,35.0,1.0,231.0,29.0,Escalade 4WD,2022.0,102.66666666666667,20.0,26.0,Auto,CI,3.0L,6.0,3.0L V6,Cadillac,http://www.cadillac.com,SUV,BD,Biodiesel (B20),Dedicated
69,12778,41.0,1.0,215.0,27.0,Bolt EUV,2022.0,125.0,19.0,26.666666666666668,unkown,e-motor,150 kW electric motor,6.0,"150 kW electric motor;
189 Ah battery",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,Dedicated
70,12777,41.0,1.0,215.0,27.0,Bolt EV,2022.0,131.0,19.0,26.666666666666668,unkown,e-motor,150 kW electric motor,6.0,"150 kW electric motor;
189 Ah battery",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,ELEC,Electric,Dedicated
71,12849,35.0,1.0,215.0,25.0,Colorado 2WD,2022.0,127.66666666666667,20.0,30.0,Auto,CI,2.8L,4.0,2.8L I4,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),Dedicated
72,12850,35.0,1.0,215.0,25.0,Colorado 4WD,2022.0,127.66666666666667,19.0,28.0,Auto,CI,2.8L,4.0,2.8L I4,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),Dedicated
73,12851,35.0,1.0,215.0,25.0,Colorado ZR2 4WD,2022.0,127.66666666666667,18.0,22.0,Auto,CI,2.8L,4.0,2.8L I4,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),Dedicated
74,12923,11.0,5.0,215.0,25.0,Silverado 2WD,2022.0,11.0,15.0,19.0,Auto,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel
75,12909,35.0,1.0,215.0,25.0,Silverado 2WD,2022.0,127.66666666666667,23.0,31.0,Auto,CI,3.0L,6.0,3.0L V6,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),Dedicated
76,13074,35.0,1.0,215.0,25.0,Silverado 4WD,2022.0,127.66666666666667,22.0,26.0,Auto,CI,3.0L,6.0,3.0L V6,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),Dedicated
77,12910,35.0,1.0,215.0,25.0,Silverado 4WD,2022.0,127.66666666666667,22.0,26.0,Auto,CI,3.0L,6.0,3.0L V6,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),Dedicated
78,12924,11.0,5.0,215.0,25.0,Silverado 4WD,2022.0,11.0,14.0,16.0,Auto,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel
79,12997,11.0,5.0,215.0,25.0,Silverado 4WD - Mud Terrain Tires,2022.0,10.0,14.0,16.0,Auto,SI,5.3L,8.0,5.3L V8,Chevrolet,http://www.chevrolet.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel
80,12918,35.0,1.0,215.0,25.0,Silverado 4WD - Mud Terrain Tires,2022.0,127.66666666666667,20.0,23.0,Auto,CI,3.0L,6.0,3.0L I6,Chevrolet,http://www.chevrolet.com,Pickup,BD,Biodiesel (B20),Dedicated
81,12911,35.0,1.0,215.0,29.0,Suburban 2WD,2022.0,127.66666666666667,21.0,27.0,Auto,CI,3.0L,6.0,3.0L V6,Chevrolet,http://www.chevrolet.com,SUV,BD,Biodiesel (B20),Dedicated
82,12912,35.0,1.0,215.0,29.0,Suburban 4WD,2022.0,127.66666666666667,20.0,26.0,Auto,CI,3.0L,6.0,3.0L V6,Chevrolet,http://www.chevrolet.com,SUV,BD,Biodiesel (B20),Dedicated
83,12913,35.0,1.0,215.0,29.0,Tahoe 2WD,2022.0,127.66666666666667,21.0,28.0,Auto,CI,3.0L,6.0,3.0L V6,Chevrolet,http://www.chevrolet.com,SUV,BD,Biodiesel (B20),Dedicated
84,12914,35.0,1.0,215.0,29.0,Tahoe 4WD,2022.0,127.66666666666667,20.0,26.0,Auto,CI,3.0L,6.0,3.0L V6,Chevrolet,http://www.chevrolet.com,SUV,BD,Biodiesel (B20),Dedicated
85,13035,57.0,9.0,223.0,9.0,Pacifica Hybrid,2022.0,83.66666666666667,29.0,30.0,Auto,SI,3.6L,6.0,"3.6L V6;
89 kW electric motor",Chrysler,http://www.chrysler.com,Van,PHEV,Plug-in Hybrid Electric,Hybrid Electric
86,13089,57.0,9.0,409.0,27.0,SF90 Spyder,2022.0,53.0,16.0,19.0,Auto,SI,3.9L,8.0,"3.9L V8;
99kW, 99kW, and 150kW electric motors",Ferrari,http://www.ferrari.com/en_us/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
87,13036,57.0,9.0,409.0,27.0,SF90 Stradale ,2022.0,53.0,16.0,20.0,Auto,SI,3.9L,8.0,"3.9L V8;
99kW, 99kW, and 150kW electric motors",Ferrari,http://www.ferrari.com/en_us/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric
88,12982,45.0,9.0,219.0,27.0,Escape AWD HEV,2022.0,123.0,43.0,37.0,Auto,SI,2.5L I4,4.0,2.5L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
89,12981,45.0,9.0,219.0,27.0,Escape FWD HEV,2022.0,123.0,44.0,37.0,Auto,SI,2.5L I4,4.0,2.5L I4,Ford,https://www.ford.com,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric
90,13037,57.0,9.0,219.0,29.0,Escape FWD PHEV,2022.0,97.0,43.0,38.0,Auto,SI,2.5L,4.0,"2.5L I4;
96 kW electric motor",Ford,https://www.ford.com,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric
91,12976,11.0,5.0,219.0,29.0,Explorer AWD FFV,2022.0,11.0,16.0,24.0,Auto,SI,3.3L,6.0,3.3L V6,Ford,https://www.ford.com,SUV,E85_GSLN,Ethanol (E85),Flexible Fuel
92,12980,45.0,9.0,219.0,29.0,Explorer HEV AWD,2022.0,123.0,23.0,26.0,Auto,SI,3.3L V6,6.0,3.3L V6,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
93,12978,45.0,9.0,219.0,29.0,Explorer HEV RWD,2022.0,123.0,27.0,28.0,Auto,SI,3.3L V6,6.0,3.3L V6,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
94,13024,45.0,9.0,219.0,29.0,Explorer Platinum HEV ,2022.0,123.0,23.0,24.0,Auto,SI,3.3L V6,6.0,3.3L V6,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
95,12979,45.0,9.0,219.0,29.0,Explorer Platinum HEV ,2022.0,123.0,25.0,25.0,Auto,SI,3.3L V6,6.0,3.3L V6,Ford,https://www.ford.com,SUV,HYBR,Hybrid Electric,Hybrid Electric
96,12975,11.0,5.0,219.0,25.0,F-150 2WD FFV,2022.0,14.0,19.0,24.0,Auto,SI,3.3L,6.0,3.3L V6,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel
97,12999,11.0,5.0,219.0,25.0,F-150 2WD FFV - Without Start/Stop,2022.0,12.0,17.0,24.0,Auto,SI,5.0L,8.0,5.0L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel
98,12974,11.0,5.0,219.0,25.0,F-150 2WD FFV - With Start/Stop,2022.0,11.0,17.0,24.0,Auto,SI,5.0L,8.0,5.0L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel
99,12973,11.0,5.0,219.0,25.0,F-150 4WD FFV,2022.0,14.0,19.0,22.0,Auto,SI,3.3L,6.0,3.3L V6,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel
100,12972,11.0,5.0,219.0,25.0,F-150 4WD FFV - Without Start/Stop,2022.0,12.0,16.0,22.0,Auto,SI,5.0L,8.0,5.0L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel
101,13000,11.0,5.0,219.0,25.0,F-150 4WD FFV - With Start/Stop,2022.0,11.0,16.0,22.0,Auto,SI,5.0L,8.0,5.0L V8,Ford,https://www.ford.com,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel
102,13093,41.0,1.0,219.0,25.0,F150 Lightning 4WD,2022.0,76.0,20.333333333333332,27.0,Auto,e-motor,358 kW electric motors (x2),6.0,"358 kW electric motors (X2);
328 Ah battery",Ford,https://www.ford.com,Pickup,ELEC,Electric,Dedicated
103,13094,41.0,1.0,219.0,25.0,F150 Lightning 4WD Extended Range,2022.0,78.0,20.333333333333332,27.0,Auto,e-motor,210 kW electric motors (x2),6.0,"210 kW electric motors (X2);
410 Ah battery",Ford,https://www.ford.com,Pickup,ELEC,Electric,Dedicated
104,13095,41.0,1.0,219.0,25.0,F150 Lightning Platinum 4WD,2022.0,73.0,20.333333333333332,27.0,Auto,e-motor,210 kW electric motors (x2),6.0,"210 kW electric motors (X2);
410 Ah battery",Ford,https://www.ford.com,Pickup,ELEC,Electric,Dedicated
105,13025,45.0,9.0,219.0,25.0,F150 Pickup 2WD HEV,2022.0,123.0,25.0,25.0,Auto,SI,3.5L V6,6.0,3.5L V6,Ford,https://www.ford.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric
106,13026,45.0,9.0,219.0,25.0,F150 Pickup 4WD HEV,2022.0,123.0,23.0,23.0,Auto,SI,3.5L V6,6.0,3.5L V6,Ford,https://www.ford.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric
107,13066,45.0,9.0,219.0,25.0,Maverick Pickup HEV,2022.0,123.0,42.0,33.0,Auto,SI,2.5L V6,4.0,2.5L I4,Ford,https://www.ford.com,Pickup,HYBR,Hybrid Electric,Hybrid Electric
108,13059,41.0,1.0,219.0,29.0,Mustang Mach-E AWD,2022.0,98.0,20.666666666666668,27.0,Auto,e-motor,198 kW electric motors (x2),6.0,"198 kW electric motors (x2);
216 Ah battery",Ford,https://www.ford.com,SUV,ELEC,Electric,Dedicated
109,13056,41.0,1.0,219.0,29.0,Mustang Mach-E AWD California Route 1,2022.0,105.0,20.666666666666668,27.0,Auto,e-motor,258 kW electric motors (x2),6.0,"258 kW electric motors (x2);
288 Ah battery",Ford,https://www.ford.com,SUV,ELEC,Electric,Dedicated
